"Rooms","Price","Distance","Bedroom2","Bathroom","Car","Landsize","Lattitude","Longtitude","Propertycount","Suburb","Type","Method","SellerG","CouncilArea","Regionname","Year","month"
-0.981427232834035,0.632424743054537,-1.30143706094134,-0.947000305473052,-0.772347083789666,-0.635208512992642,-0.089312369711151,0.121155121423277,0.0306384547293278,-0.784595916565252,1,1,2,24,33,3,1,12
-0.981427232834035,-0.0636374112132727,-1.30143706094134,-0.947000305473052,-0.772347083789666,-1.67640515160481,-0.100839258365851,0.016436239556561,-0.017477534178187,-0.784595916565252,1,1,2,24,33,3,1,2
0.0648737423493683,0.608961973809555,-1.30143706094134,0.0882809816243597,0.673341875254257,-1.67640515160481,-0.106352118157229,-0.00122718630052726,-0.00785433639662936,-0.784595916565252,1,1,4,24,33,3,2,3
0.0648737423493683,-0.353011565234722,-1.30143706094134,0.0882809816243597,0.673341875254257,-0.635208512992642,-0.116375499596099,0.155220299861819,0.0162036580571281,-0.784595916565252,1,1,1,24,33,3,2,3
1.11117471753277,0.820126897014396,-1.30143706094134,0.0882809816243597,-0.772347083789666,0.405988125619525,-0.109860301660834,0.0252679524850155,-0.0107412957311787,-0.784595916565252,1,1,5,165,33,3,1,6
-0.981427232834035,-0.210670765148495,-1.30143706094134,-0.947000305473052,-0.772347083789666,-1.67640515160481,-0.0945746449665575,0.0643798240256468,0.000806541606471684,-0.784595916565252,1,1,2,114,33,3,1,5
0.0648737423493683,1.25184185112207,-1.30143706094134,1.12356226872177,0.673341875254257,-1.67640515160481,-0.0785372346643662,0.0858282697091899,0.0392993327327023,-0.784595916565252,1,1,2,165,33,3,1,5
-0.981427232834035,0.876437543202353,-1.30143706094134,-0.947000305473052,-0.772347083789666,0.405988125619525,-0.0757808047686771,0.0404080317911039,0.0017688613846548,-0.784595916565252,1,1,2,165,33,3,1,10
-2.02772820801744,-1.21331310421741,-1.30143706094134,-1.98228159257046,-0.772347083789666,-0.635208512992642,-0.139930445977442,0.106015042117188,0.020052937169587,-0.784595916565252,1,3,2,24,33,3,1,10
-0.981427232834035,0.033342034999321,-1.30143706094134,0.0882809816243597,-0.772347083789666,0.405988125619525,-0.0848018480636597,0.103491695566189,0.0354500536199699,-0.784595916565252,1,1,2,24,33,3,1,10
-0.981427232834035,-0.587639257684545,-1.30143706094134,-0.947000305473052,0.673341875254257,-0.635208512992642,-0.139930445977442,-0.0226756319840704,0.110510996315791,-0.784595916565252,1,3,5,114,33,3,1,11
0.0648737423493683,0.429080742931357,-1.30143706094134,0.0882809816243597,0.673341875254257,0.405988125619525,-0.0863053552794901,0.00886619990347194,0.0113920591662125,-0.784595916565252,1,1,5,165,33,3,1,11
-0.981427232834035,-0.509430026867937,-1.30143706094134,-0.947000305473052,0.673341875254257,-0.635208512992642,-0.139930445977442,0.0176979128320161,0.0123543789443956,-0.784595916565252,1,3,2,24,33,3,1,11
-0.981427232834035,0.151437973532399,-1.30143706094134,-0.947000305473052,-0.772347083789666,-0.635208512992642,-0.0910664614629532,0.0101278731790167,0.020052937169587,-0.784595916565252,1,1,2,24,33,3,1,8
-2.02772820801744,-0.992763073314574,-1.30143706094134,-1.98228159257046,-0.772347083789666,-0.635208512992642,-0.139930445977442,0.0959216559131891,0.0344877338417868,-0.784595916565252,1,3,4,87,33,3,1,5
-0.981427232834035,0.36651335827807,-1.30143706094134,-0.947000305473052,-0.772347083789666,0.405988125619525,-0.0802913264161684,0.00255783352601726,0.0229398965041364,-0.784595916565252,1,1,2,114,33,3,1,10
0.0648737423493683,0.194453050481533,-1.30143706094134,0.0882809816243597,0.673341875254257,-0.635208512992642,-0.111614393412636,0.0454547248931035,-0.0213268132909195,-0.784595916565252,1,1,2,114,33,3,1,7
0.0648737423493683,0.157694711997727,-1.30143706094134,-0.947000305473052,-0.772347083789666,-0.635208512992642,-0.105349780013342,0.0896132895356448,0.0123543789443956,-0.784595916565252,1,1,2,134,33,3,1,7
0.0648737423493683,-0.188772180519845,-1.30143706094134,0.0882809816243597,-0.772347083789666,-1.67640515160481,-0.0940734758946141,0.0883516162601897,0.0219775767259533,-0.784595916565252,1,1,2,51,33,3,1,9
-0.981427232834035,-0.290444180581435,-1.30143706094134,-0.947000305473052,-0.772347083789666,-0.635208512992642,-0.102342765581681,0.102230022290733,0.0498848502924431,-0.784595916565252,1,1,2,24,33,3,1,9
1.11117471753277,0.397797050604713,-1.30143706094134,1.12356226872177,0.673341875254257,0.405988125619525,0.0555254920805143,0.0240062792095604,-0.000155778171437926,-0.784595916565252,1,1,1,121,33,3,2,3
0.0648737423493683,-0.274802334418114,-1.30143706094134,0.0882809816243597,0.673341875254257,0.405988125619525,-0.139930445977442,-0.00122718630052726,0.00658046027557039,-0.784595916565252,1,2,2,20,33,3,2,3
0.0648737423493683,0.0223927426849959,-1.30143706094134,0.0882809816243597,0.673341875254257,0.405988125619525,0.935077213341319,0.0176979128320161,0.0123543789443956,-0.784595916565252,1,3,2,114,33,3,2,3
-0.981427232834035,-0.900476180950976,-1.30143706094134,-0.947000305473052,-0.772347083789666,-0.635208512992642,-0.139930445977442,0.0971833291887338,0.0190906173914039,-0.784595916565252,1,3,2,51,33,3,1,6
-0.981427232834035,0.0380345888483175,-1.30143706094134,-0.947000305473052,0.673341875254257,-0.635208512992642,-0.108857963516947,0.016436239556561,0.0239022162823195,-0.784595916565252,1,1,1,24,33,3,1,6
-0.981427232834035,0.374334281359731,-1.30143706094134,-0.947000305473052,-0.772347083789666,-1.67640515160481,-0.103094519189597,0.0151745662810163,-0.0117036155093618,-0.784595916565252,1,1,2,144,33,3,1,11
-2.02772820801744,-1.01622584255956,-1.30143706094134,-1.98228159257046,-0.772347083789666,-0.635208512992642,-0.139930445977442,0.0959216559131891,0.0344877338417868,-0.784595916565252,1,3,4,87,33,3,1,8
0.0648737423493683,0.581588743023742,-1.30143706094134,0.0882809816243597,2.11903083429818,-0.635208512992642,-0.0983334130061336,0.094659982637734,0.0469978909578938,-0.784595916565252,1,1,1,165,33,3,1,8
-2.02772820801744,-0.967736119453259,-1.30143706094134,-1.98228159257046,-0.772347083789666,-0.635208512992642,-0.139930445977442,0.0176979128320161,0.0123543789443956,-0.784595916565252,1,3,2,114,33,3,1,8
-0.981427232834035,0.0927810504199429,-1.30143706094134,-0.947000305473052,0.673341875254257,0.405988125619525,-0.115373161452212,0.109800061943733,-0.000155778171437926,-0.784595916565252,1,1,2,165,33,3,1,8
1.11117471753277,0.729404189267131,-1.30143706094134,1.12356226872177,2.11903083429818,-0.635208512992642,-0.139930445977442,0.123678467974277,0.0123543789443956,-0.784595916565252,1,1,2,51,33,3,1,9
0.0648737423493683,0.335229665951427,-1.30143706094134,0.0882809816243597,0.673341875254257,0.405988125619525,-0.103094519189597,0.0530247645461029,-0.00881665617481248,-0.784595916565252,1,1,2,24,33,3,2,2
0.0648737423493683,0.335229665951427,-1.30143706094134,0.0882809816243597,-0.772347083789666,-0.635208512992642,-0.0978322439341901,0.107276715392733,0.00561814049738727,-0.784595916565252,1,1,2,24,33,3,2,2
-2.02772820801744,-0.947401719440941,-1.30143706094134,-1.98228159257046,-0.772347083789666,-0.635208512992642,-0.139930445977442,0.0467163981685586,0.00850509983193662,-0.784595916565252,1,3,2,165,33,3,1,7
-0.981427232834035,0.16316935815489,-1.30143706094134,-0.947000305473052,-0.772347083789666,-1.67640515160481,-0.0993357511500206,0.0959216559131891,0.00369350094102104,-0.784595916565252,1,1,2,114,33,3,1,11
0.0648737423493683,0.186632127399872,-1.30143706094134,0.0882809816243597,0.673341875254257,-0.635208512992642,-0.109860301660834,0.0883516162601897,0.0017688613846548,-0.784595916565252,1,1,4,114,33,3,1,11
-0.981427232834035,-0.0988315650807462,-1.30143706094134,-0.947000305473052,-0.772347083789666,-1.67640515160481,-0.0943240604305858,0.0896132895356448,0.0229398965041364,-0.784595916565252,1,1,2,165,33,3,1,5
-0.981427232834035,-0.0714583342949335,-1.30143706094134,-0.947000305473052,-0.772347083789666,-0.635208512992642,-0.0968299057903032,0.00760452662801686,-0.00592969684053663,-0.784595916565252,1,1,2,24,33,3,1,7
0.0648737423493683,-0.368653411398043,0.572905339955464,0.0882809816243597,0.673341875254257,-0.635208512992642,-0.0640033315780053,1.15068051423353,-1.12799455816485,-0.911349287616814,3,2,1,165,23,7,1,9
0.0648737423493683,-0.54071371919458,0.572905339955464,0.0882809816243597,0.673341875254257,-0.635208512992642,-0.139930445977442,1.12166202889698,-1.15205255261861,-0.911349287616814,3,1,5,165,23,7,1,12
0.0648737423493683,-0.478146334541294,0.572905339955464,0.0882809816243597,0.673341875254257,-0.635208512992642,-0.139930445977442,1.12166202889698,-1.15205255261861,-0.911349287616814,3,1,4,165,23,7,2,3
-0.981427232834035,-0.739365165468764,0.572905339955464,-0.947000305473052,-0.772347083789666,-0.635208512992642,-0.0717714521931292,1.00684976082627,-1.03176258034955,-0.911349287616814,3,1,2,165,23,7,2,3
0.0648737423493683,-0.587639257684545,0.572905339955464,0.0882809816243597,0.673341875254257,0.405988125619525,-0.0800407418801967,1.10273692976444,-1.07314233081006,-0.911349287616814,3,2,2,29,23,7,2,3
0.0648737423493683,-0.744057719317761,0.572905339955464,-0.947000305473052,-0.772347083789666,-0.635208512992642,-0.0672609305456379,1.03334489961181,-1.16263807017808,-0.911349287616814,3,1,2,142,23,7,2,3
-0.981427232834035,-0.900476180950976,0.572905339955464,-0.947000305473052,-0.772347083789666,-0.635208512992642,-0.0978322439341901,1.10652194959098,-1.04715969679993,-0.911349287616814,3,3,5,17,23,7,2,3
0.0648737423493683,-0.556355565357902,0.572905339955464,-0.947000305473052,-0.772347083789666,-0.635208512992642,0.015431966325036,1.15951222716207,-1.03946113857474,-0.911349287616814,3,1,2,17,23,7,1,8
1.11117471753277,-0.454683565296312,0.572905339955464,0.0882809816243597,-0.772347083789666,0.405988125619525,0.00966852199768603,1.05100832546881,-1.11644672082693,-0.911349287616814,3,1,2,55,23,7,1,8
3.20377666789958,-0.548534642276241,0.572905339955464,3.1941248429166,2.11903083429818,0.405988125619525,0.104640061130975,1.0762417909789,-1.17129894818145,-0.911349287616814,3,1,4,17,23,7,1,5
-0.981427232834035,-0.978685411767584,0.572905339955464,-0.947000305473052,-0.772347083789666,-0.635208512992642,-0.112366147020551,1.10526027631544,-1.19535694263521,-0.911349287616814,3,2,2,17,23,7,1,5
-0.981427232834035,-0.877013411705994,0.572905339955464,-0.947000305473052,-0.772347083789666,-0.635208512992642,-0.104598026405427,1.00180306772427,-1.02887562101528,-0.911349287616814,3,3,2,17,23,7,1,11
-0.981427232834035,-0.853550642461012,0.572905339955464,-0.947000305473052,-0.772347083789666,-0.635208512992642,-0.109860301660834,1.08255015735644,-1.11644672082693,-0.911349287616814,3,3,2,165,23,7,1,9
0.0648737423493683,-0.282623257499775,0.572905339955464,0.0882809816243597,-0.772347083789666,4.57077468006819,0.126440915760517,1.0636250582239,-1.17803518662846,-0.911349287616814,3,1,1,212,23,7,1,9
0.0648737423493683,-0.423399872969669,0.572905339955464,0.0882809816243597,-0.772347083789666,-0.635208512992642,-0.139930445977442,1.10399860303998,-1.12510759883031,-0.911349287616814,3,1,2,165,23,7,1,12
0.0648737423493683,-0.506301657635273,0.572905339955464,0.0882809816243597,-0.772347083789666,-0.635208512992642,-0.0735255439449314,0.996756374622179,-1.05582057480331,-0.911349287616814,3,3,2,165,23,7,2,2
-0.981427232834035,-0.994327257930906,0.572905339955464,-0.947000305473052,-0.772347083789666,-0.635208512992642,-0.0918182150708684,1.15446553406007,-1.12125831971757,-0.911349287616814,3,3,2,17,23,7,1,8
2.15747569271617,-0.501609103786277,0.572905339955464,0.0882809816243597,0.673341875254257,0.405988125619525,0.00941793746171429,1.06488673149935,-1.20594246019495,-0.911349287616814,3,1,1,196,23,7,1,5
0.0648737423493683,-0.587639257684545,0.572905339955464,0.0882809816243597,0.673341875254257,0.405988125619525,-0.0985839975421054,1.03712991943836,-1.04138577813111,-0.911349287616814,3,2,1,29,23,7,1,10
0.0648737423493683,-0.384295257561365,0.572905339955464,0.0882809816243597,-0.772347083789666,0.405988125619525,0.103387138451117,1.14311047458053,-1.1472409537277,-0.911349287616814,3,1,2,17,23,7,1,4
-0.981427232834035,-0.959133104063432,0.572905339955464,-0.947000305473052,-0.772347083789666,-0.635208512992642,-0.0988345820780771,1.10273692976444,-1.04812201657812,-0.911349287616814,3,3,2,17,23,7,1,7
0.0648737423493683,-0.63456479617451,0.572905339955464,0.0882809816243597,0.673341875254257,0.405988125619525,0.0247035941559904,1.03839159271381,-1.16456270973445,-0.911349287616814,3,1,4,17,23,7,1,7
-0.981427232834035,-0.626743873092849,0.572905339955464,-0.947000305473052,-0.772347083789666,-0.635208512992642,0.0134272900372621,1.14184880130507,-1.14242935483705,-0.911349287616814,3,1,2,17,23,7,1,7
0.0648737423493683,-0.0526881188989476,0.572905339955464,0.0882809816243597,0.673341875254257,3.52957804145603,0.0134272900372621,1.15951222716207,-1.1125974417142,-0.911349287616814,3,1,2,165,23,7,1,7
0.0648737423493683,-0.259160488254792,0.572905339955464,0.0882809816243597,-0.772347083789666,-0.635208512992642,0.0542725694006556,1.0863351771829,-1.07506697036642,-0.911349287616814,3,1,2,148,23,7,1,9
1.11117471753277,-0.473453780692298,0.572905339955464,2.15884355581918,2.11903083429818,2.48838140284386,-0.00687005737644876,1.04596163236681,-1.22518885575807,-0.911349287616814,3,1,2,29,23,7,1,9
0.0648737423493683,-0.415578949888008,0.572905339955464,0.0882809816243597,2.11903083429818,0.405988125619525,-0.000856028513127018,1.01820482030581,-1.21075405908559,-0.911349287616814,3,1,1,17,23,7,2,3
0.0648737423493683,-0.564176488439563,0.572905339955464,0.0882809816243597,0.673341875254257,0.405988125619525,-0.0341837717973684,1.17086728664161,-1.11644672082693,-0.911349287616814,3,1,2,212,23,7,2,3
0.0648737423493683,-0.446862642214651,0.572905339955464,0.0882809816243597,-0.772347083789666,1.44718476423169,0.0139284591092056,1.13301708837653,-1.08276552859162,-0.911349287616814,3,1,2,165,23,7,2,3
0.0648737423493683,-0.83790879629769,0.572905339955464,-0.947000305473052,0.673341875254257,-0.635208512992642,-0.0995863356859923,1.0863351771829,-1.10682352304537,-0.911349287616814,3,2,4,165,23,7,1,6
0.0648737423493683,-0.392116180643026,0.572905339955464,0.0882809816243597,0.673341875254257,-0.635208512992642,-0.0665091769377227,1.12544704872353,-1.13184383727731,-0.911349287616814,3,2,4,17,23,7,1,11
0.0648737423493683,-0.611102026929527,0.572905339955464,0.0882809816243597,-0.772347083789666,-0.635208512992642,0.00515800035019473,1.09264354356044,-1.17322358773782,-0.911349287616814,3,1,2,17,23,7,1,5
0.0648737423493683,-0.423399872969669,0.572905339955464,0.0882809816243597,-0.772347083789666,-0.635208512992642,0.0161837199329513,1.14563382113153,-1.08950176703862,-0.911349287616814,3,1,2,17,23,7,1,8
-0.981427232834035,-0.884834334787655,0.572905339955464,-0.947000305473052,-0.772347083789666,-0.635208512992642,-0.104598026405427,1.12292370217253,-1.11163512193601,-0.911349287616814,3,3,2,165,23,7,1,8
0.0648737423493683,-0.725287503921775,0.572905339955464,0.0882809816243597,0.673341875254257,-0.635208512992642,-0.0868065243514336,1.14941884095807,-1.08565248792616,-0.911349287616814,3,1,2,165,23,7,1,8
0.0648737423493683,-0.647078273105167,0.572905339955464,0.0882809816243597,-0.772347083789666,0.405988125619525,0.0134272900372621,1.16455892026407,-1.09431336592954,-0.911349287616814,3,1,2,29,23,7,1,4
1.11117471753277,-0.152795934344206,0.572905339955464,1.12356226872177,2.11903083429818,0.405988125619525,-0.00661947284047702,1.04596163236681,-1.21460333819833,-0.911349287616814,3,1,2,165,23,7,1,9
0.0648737423493683,-0.556355565357902,0.572905339955464,0.0882809816243597,-0.772347083789666,-0.635208512992642,0.00666150756602516,1.12544704872353,-1.12799455816485,-0.911349287616814,3,1,1,165,23,7,2,2
1.11117471753277,-0.485967257622955,0.572905339955464,1.12356226872177,-0.772347083789666,0.405988125619525,-0.012382917167827,1.04848497891781,-1.12318295927394,-0.911349287616814,3,1,2,194,23,7,1,11
1.11117471753277,-0.274802334418114,0.572905339955464,1.12356226872177,0.673341875254257,1.44718476423169,0.01743664261281,1.05479334529535,-1.16744966906899,-0.911349287616814,3,1,2,92,23,7,1,11
-0.981427232834035,0.311766896706445,-1.16512124996703,-0.947000305473052,-0.772347083789666,-1.67640515160481,-0.109860301660834,-0.462999605134566,-0.382196730097554,-0.953372026848323,5,1,2,96,27,6,1,9
-0.981427232834035,0.593320127646233,-1.16512124996703,-0.947000305473052,-0.772347083789666,-1.67640515160481,-0.100087504757936,-0.451644545655022,-0.39855616632612,-0.953372026848323,5,1,2,236,27,6,1,9
0.0648737423493683,2.77535766742959,-1.16512124996703,0.0882809816243597,0.673341875254257,-1.67640515160481,-0.0870571088874054,-0.490756417195654,-0.436086637673894,-0.953372026848323,5,1,1,33,27,6,2,3
